title,price,surface,postal_code,city,source,scraped_at,quartier_anonymise,date_anonymisation
T1 moderne à Roseraie,85723,31,49000,Angers,seloger,2025-07-01T14:07:32.498517,Quartier_5,2025-11-30T14:07:32.498517
T5+ rénové à Centre-ville,493076,128,29200,Brest,leboncoin,2025-11-27T14:07:32.498517,Quartier_6,2025-11-30T14:07:32.498517
Villa moderne à Garrigues,468794,192,30000,Nîmes,leboncoin,2025-06-09T14:07:32.498517,Quartier_7,2025-11-30T14:07:32.498517
Studio bien situé à Minimes,93078,28,31000,Toulouse,leboncoin,2025-06-21T14:07:32.498517,Quartier_8,2025-11-30T14:07:32.498517
Loft lumineux à Riquier,323000,85,06000,Nice,leboncoin,2025-08-25T14:07:32.498517,Quartier_9,2025-11-30T14:07:32.498517
T2 bien situé à Grie,117385,46,72000,Le Mans,seloger,2025-06-15T14:07:32.498517,Quartier_10,2025-11-30T14:07:32.498517
Studio calme à Orangerie,69318,19,67000,Strasbourg,leboncoin,2025-08-09T14:07:32.498517,Quartier_11,2025-11-30T14:07:32.498517
Loft bien situé à Saint-Cyprien,75232,20,31000,Toulouse,csv_import,2025-11-14T14:07:32.498517,Quartier_12,2025-11-30T14:07:32.498517
T4 calme à Centre,263715,80,72000,Le Mans,seloger,2025-06-13T14:07:32.498517,Quartier_13,2025-11-30T14:07:32.498517
T4 calme à Le Corbusier,153665,66,42000,Saint-Étienne,seloger,2025-09-25T14:07:32.498517,Quartier_14,2025-11-30T14:07:32.498517
T3 lumineux à Graslin,223072,45,44000,Nantes,leboncoin,2025-09-17T14:07:32.498517,Quartier_15,2025-11-30T14:07:32.498517
Duplex moderne à Roseraie,120521,64,49000,Angers,insee,2025-10-20T14:07:32.498517,Quartier_16,2025-11-30T14:07:32.498517
Villa bien situé à Ecusson,853074,183,34000,Montpellier,insee,2025-09-07T14:07:32.498517,Quartier_17,2025-11-30T14:07:32.498517
T4 moderne à Celleneuve,351198,87,34000,Montpellier,csv_import,2025-11-29T14:07:32.498517,Quartier_18,2025-11-30T14:07:32.498517
Loft rénové à Bastille,220259,82,38000,Grenoble,leboncoin,2025-09-18T14:07:32.498517,Quartier_19,2025-11-30T14:07:32.498517
T4 rénové à Saint-Cyprien,244901,84,31000,Toulouse,csv_import,2025-06-30T14:07:32.498517,Quartier_20,2025-11-30T14:07:32.498517
T3 bien situé à Centre-ville,104386,51,30000,Nîmes,seloger,2025-06-17T14:07:32.498517,Quartier_21,2025-11-30T14:07:32.498517
T4 bien situé à Bastide,419133,76,33000,Bordeaux,leboncoin,2025-06-28T14:07:32.498517,Quartier_22,2025-11-30T14:07:32.498517
T4 moderne à Graslin,321881,60,44000,Nantes,seloger,2025-09-04T14:07:32.498517,Quartier_23,2025-11-30T14:07:32.498517
Studio calme à Bouffay,54292,15,44000,Nantes,leboncoin,2025-11-26T14:07:32.498517,Quartier_24,2025-11-30T14:07:32.498517
T4 lumineux à Bastide,525433,90,33000,Bordeaux,insee,2025-09-17T14:07:32.498517,Quartier_25,2025-11-30T14:07:32.498517
T1 rénové à Libération,110063,30,06000,Nice,json_import,2025-07-17T14:07:32.498517,Quartier_26,2025-11-30T14:07:32.498517
T2 lumineux à Saint-Michel,264911,43,33000,Bordeaux,insee,2025-11-04T14:07:32.498517,Quartier_27,2025-11-30T14:07:32.498517
Loft moderne à Marais,295177,28,75001,Paris,json_import,2025-09-13T14:07:32.498517,Quartier_28,2025-11-30T14:07:32.498517
Maison bien situé à Bastille,645370,165,38000,Grenoble,insee,2025-11-14T14:07:32.498517,Quartier_29,2025-11-30T14:07:32.498517
Studio rénové à Fourvière,127357,26,69001,Lyon,leboncoin,2025-08-28T14:07:32.498517,Quartier_30,2025-11-30T14:07:32.498517
T1 rénové à Faubourg North,63572,18,21000,Dijon,seloger,2025-08-27T14:07:32.498517,Quartier_31,2025-11-30T14:07:32.498517
T1 bien situé à Neustadt,88794,26,67000,Strasbourg,insee,2025-08-17T14:07:32.498517,Quartier_32,2025-11-30T14:07:32.498517
T1 lumineux à Madeleine,114653,27,44000,Nantes,seloger,2025-11-04T14:07:32.498517,Quartier_33,2025-11-30T14:07:32.498517
Loft lumineux à Endoume,260973,98,13001,Marseille,json_import,2025-08-12T14:07:32.498517,Quartier_34,2025-11-30T14:07:32.498517
Studio moderne à Écusson,109479,33,30000,Nîmes,leboncoin,2025-10-07T14:07:32.498517,Quartier_35,2025-11-30T14:07:32.498517
T1 calme à Bastille,95696,31,38000,Grenoble,seloger,2025-07-18T14:07:32.498517,Quartier_36,2025-11-30T14:07:32.498517
Studio bien situé à Cleunay,61219,15,35000,Rennes,leboncoin,2025-06-12T14:07:32.498517,Quartier_37,2025-11-30T14:07:32.498517
T3 rénové à Villejean,215064,61,35000,Rennes,leboncoin,2025-09-29T14:07:32.498517,Quartier_38,2025-11-30T14:07:32.498517
T2 bien situé à Saint-Cyprien,132892,31,31000,Toulouse,csv_import,2025-11-14T14:07:32.498517,Quartier_39,2025-11-30T14:07:32.498517
Loft lumineux à Vieux-Nice,354422,60,06000,Nice,insee,2025-09-29T14:07:32.498517,Quartier_40,2025-11-30T14:07:32.498517
T5+ lumineux à Marsannay,349013,104,21000,Dijon,csv_import,2025-11-25T14:07:32.498517,Quartier_41,2025-11-30T14:07:32.498517
Villa lumineux à Capitole,745984,190,31000,Toulouse,seloger,2025-10-15T14:07:32.498517,Quartier_42,2025-11-30T14:07:32.498517
Maison moderne à Celleneuve,674813,158,34000,Montpellier,seloger,2025-11-22T14:07:32.498517,Quartier_43,2025-11-30T14:07:32.498517
Duplex bien situé à Le Corbusier,148494,67,42000,Saint-Étienne,csv_import,2025-11-18T14:07:32.498517,Quartier_44,2025-11-30T14:07:32.498517
Loft moderne à Écusson,71777,34,30000,Nîmes,json_import,2025-09-14T14:07:32.498517,Quartier_45,2025-11-30T14:07:32.498517
Loft bien situé à Ecusson,312273,95,34000,Montpellier,json_import,2025-08-03T14:07:32.498517,Quartier_46,2025-11-30T14:07:32.498517
T4 calme à Wazemmes,284436,88,59000,Lille,seloger,2025-07-22T14:07:32.498517,Quartier_47,2025-11-30T14:07:32.498517
Studio rénové à Lambézellec,92501,28,29200,Brest,seloger,2025-06-27T14:07:32.498517,Quartier_48,2025-11-30T14:07:32.498517
T1 bien situé à Louvre,403605,27,75001,Paris,json_import,2025-09-29T14:07:32.498517,Quartier_49,2025-11-30T14:07:32.498517
T4 bien situé à Saint-Cyprien,282489,84,31000,Toulouse,insee,2025-10-10T14:07:32.498517,Quartier_0,2025-11-30T14:07:32.498517
T5+ rénové à Neustadt,391258,140,67000,Strasbourg,csv_import,2025-06-30T14:07:32.498517,Quartier_1,2025-11-30T14:07:32.498517
Studio calme à Centre,115637,26,38000,Grenoble,json_import,2025-11-09T14:07:32.498517,Quartier_2,2025-11-30T14:07:32.498517
Loft bien situé à Yzeure,61668,25,72000,Le Mans,seloger,2025-10-29T14:07:32.498517,Quartier_3,2025-11-30T14:07:32.498517
Maison lumineux à Centre-ville,528554,112,13100,Aix-en-Provence,json_import,2025-11-12T14:07:32.498517,Quartier_4,2025-11-30T14:07:32.498517
T5+ moderne à Bouffay,766068,191,44000,Nantes,json_import,2025-10-29T14:07:32.498517,Quartier_5,2025-11-30T14:07:32.498517
Studio lumineux à Endoume,106113,28,13001,Marseille,seloger,2025-10-02T14:07:32.498517,Quartier_6,2025-11-30T14:07:32.498517
T5+ calme à Orangerie,379989,112,67000,Strasbourg,leboncoin,2025-06-05T14:07:32.498517,Quartier_7,2025-11-30T14:07:32.498517
T1 moderne à Fives,66558,25,59000,Lille,insee,2025-09-21T14:07:32.498517,Quartier_8,2025-11-30T14:07:32.498517
T2 lumineux à Yzeure,76499,35,72000,Le Mans,insee,2025-10-18T14:07:32.498517,Quartier_9,2025-11-30T14:07:32.498517
T1 bien situé à Centre,108235,33,49000,Angers,csv_import,2025-09-28T14:07:32.498517,Quartier_10,2025-11-30T14:07:32.498517
T5+ rénové à Part-Dieu,659019,156,69001,Lyon,leboncoin,2025-08-23T14:07:32.498517,Quartier_11,2025-11-30T14:07:32.498517
T2 calme à Trefilerie,57182,37,42000,Saint-Étienne,insee,2025-06-19T14:07:32.498517,Quartier_12,2025-11-30T14:07:32.498517
Maison bien situé à Montferrand,228894,93,63000,Clermont-Ferrand,seloger,2025-07-15T14:07:32.498517,Quartier_13,2025-11-30T14:07:32.498517
Appartement calme à Centre-ville,67517,27,30000,Nîmes,seloger,2025-06-19T14:07:32.498517,Quartier_14,2025-11-30T14:07:32.498517
T1 moderne à Bastide,115117,21,33000,Bordeaux,leboncoin,2025-09-07T14:07:32.498517,Quartier_15,2025-11-30T14:07:32.498517
Loft moderne à Part-Dieu,243048,35,69001,Lyon,leboncoin,2025-09-12T14:07:32.498517,Quartier_16,2025-11-30T14:07:32.498517
Duplex lumineux à Minimes,204968,57,31000,Toulouse,insee,2025-09-21T14:07:32.498517,Quartier_17,2025-11-30T14:07:32.498517
Duplex rénové à Vieux-Nice,170174,49,06000,Nice,csv_import,2025-10-06T14:07:32.498517,Quartier_18,2025-11-30T14:07:32.498517
Studio bien situé à Jacobins,41481,23,72000,Le Mans,insee,2025-08-18T14:07:32.498517,Quartier_19,2025-11-30T14:07:32.498517
Loft moderne à Lambézellec,85375,27,29200,Brest,seloger,2025-11-03T14:07:32.498517,Quartier_20,2025-11-30T14:07:32.498517
T1 bien situé à Bastille,67616,24,38000,Grenoble,leboncoin,2025-08-25T14:07:32.498517,Quartier_21,2025-11-30T14:07:32.498517
T4 rénové à Centre,230776,74,49000,Angers,json_import,2025-11-03T14:07:32.498517,Quartier_22,2025-11-30T14:07:32.498517
Appartement moderne à Fourvière,343403,61,69001,Lyon,seloger,2025-08-12T14:07:32.498517,Quartier_23,2025-11-30T14:07:32.498517
Studio rénové à Lambézellec,88689,25,29200,Brest,json_import,2025-11-11T14:07:32.498517,Quartier_24,2025-11-30T14:07:32.498517
Appartement moderne à Centre-ville,543326,100,13100,Aix-en-Provence,leboncoin,2025-09-04T14:07:32.498517,Quartier_25,2025-11-30T14:07:32.498517
Maison rénové à Valdegour,201208,92,30000,Nîmes,csv_import,2025-11-02T14:07:32.498517,Quartier_26,2025-11-30T14:07:32.498517
T3 calme à Celleneuve,208651,59,34000,Montpellier,csv_import,2025-08-14T14:07:32.498517,Quartier_27,2025-11-30T14:07:32.498517
Appartement moderne à Jacobins,154056,69,72000,Le Mans,json_import,2025-10-12T14:07:32.498517,Quartier_28,2025-11-30T14:07:32.498517
T2 calme à Fives,130207,43,59000,Lille,json_import,2025-09-30T14:07:32.498517,Quartier_29,2025-11-30T14:07:32.498517
Loft lumineux à Croix-Rousse,405464,64,69001,Lyon,csv_import,2025-11-15T14:07:32.498517,Quartier_30,2025-11-30T14:07:32.498517
Loft bien situé à Champratel,40160,20,63000,Clermont-Ferrand,seloger,2025-08-22T14:07:32.498517,Quartier_31,2025-11-30T14:07:32.498517
T3 bien situé à Jas de Bouffan,165889,50,13100,Aix-en-Provence,leboncoin,2025-11-14T14:07:32.498517,Quartier_32,2025-11-30T14:07:32.498517
Appartement lumineux à Saint-Germain,848706,78,75001,Paris,csv_import,2025-06-07T14:07:32.498517,Quartier_33,2025-11-30T14:07:32.498517
T1 lumineux à Fourvière,187239,31,69001,Lyon,csv_import,2025-10-29T14:07:32.498517,Quartier_34,2025-11-30T14:07:32.498517
Appartement moderne à Paillon,129822,35,06000,Nice,csv_import,2025-10-26T14:07:32.498517,Quartier_35,2025-11-30T14:07:32.498517
Maison moderne à Jardin Lecoq,264642,156,63000,Clermont-Ferrand,json_import,2025-06-15T14:07:32.498517,Quartier_36,2025-11-30T14:07:32.498517
T4 bien situé à Carmes,256187,83,31000,Toulouse,insee,2025-06-08T14:07:32.498517,Quartier_37,2025-11-30T14:07:32.498517
T3 lumineux à Kerichen,166747,68,29200,Brest,seloger,2025-08-03T14:07:32.498517,Quartier_38,2025-11-30T14:07:32.498517
T4 moderne à Graslin,424949,89,44000,Nantes,csv_import,2025-08-24T14:07:32.498517,Quartier_39,2025-11-30T14:07:32.498517
Duplex moderne à Port Marianne,112562,26,34000,Montpellier,insee,2025-09-05T14:07:32.498517,Quartier_40,2025-11-30T14:07:32.498517
Villa bien situé à Montferrand,431589,191,63000,Clermont-Ferrand,leboncoin,2025-07-08T14:07:32.498517,Quartier_41,2025-11-30T14:07:32.498517
T4 bien situé à Dervallières,227127,65,44000,Nantes,seloger,2025-08-12T14:07:32.498517,Quartier_42,2025-11-30T14:07:32.498517
Maison calme à Lambézellec,535562,178,29200,Brest,csv_import,2025-06-25T14:07:32.498517,Quartier_43,2025-11-30T14:07:32.498517
T3 bien situé à Brazais,199862,69,35000,Rennes,seloger,2025-10-09T14:07:32.498517,Quartier_44,2025-11-30T14:07:32.498517
T3 rénové à Centre-ville,128852,62,29200,Brest,insee,2025-10-30T14:07:32.498517,Quartier_45,2025-11-30T14:07:32.498517
T1 bien situé à Orangerie,83025,26,67000,Strasbourg,csv_import,2025-07-17T14:07:32.498517,Quartier_46,2025-11-30T14:07:32.498517
Villa rénové à Croix-Rousse,979150,161,69001,Lyon,leboncoin,2025-10-15T14:07:32.498517,Quartier_47,2025-11-30T14:07:32.498517
T2 calme à Neustadt,135291,40,67000,Strasbourg,csv_import,2025-11-06T14:07:32.498517,Quartier_48,2025-11-30T14:07:32.498517
T5+ rénové à Vieux-Port,362323,88,13001,Marseille,json_import,2025-06-23T14:07:32.498517,Quartier_49,2025-11-30T14:07:32.498517
T5+ lumineux à Jacobins,310771,110,72000,Le Mans,json_import,2025-11-02T14:07:32.498517,Quartier_0,2025-11-30T14:07:32.498517
Duplex lumineux à Centre,86509,23,49000,Angers,csv_import,2025-11-09T14:07:32.498517,Quartier_1,2025-11-30T14:07:32.498517
Duplex lumineux à Le Corbusier,153489,74,42000,Saint-Étienne,insee,2025-07-14T14:07:32.498517,Quartier_2,2025-11-30T14:07:32.498517
T2 bien situé à Ecusson,186317,43,34000,Montpellier,insee,2025-06-10T14:07:32.498517,Quartier_3,2025-11-30T14:07:32.498517
T1 bien situé à Carmes,70920,16,31000,Toulouse,json_import,2025-11-29T14:07:32.498517,Quartier_4,2025-11-30T14:07:32.498517
Studio lumineux à Mistral,67830,26,38000,Grenoble,insee,2025-11-03T14:07:32.498517,Quartier_5,2025-11-30T14:07:32.498517
T3 rénové à Carmes,186082,53,31000,Toulouse,json_import,2025-09-03T14:07:32.498517,Quartier_6,2025-11-30T14:07:32.498517
T5+ lumineux à Saint-Cyprien,535970,163,31000,Toulouse,leboncoin,2025-10-07T14:07:32.498517,Quartier_7,2025-11-30T14:07:32.498517
Appartement lumineux à Grie,132470,64,72000,Le Mans,json_import,2025-10-01T14:07:32.498517,Quartier_8,2025-11-30T14:07:32.498517
T4 calme à Saint-Michel,328590,83,33000,Bordeaux,seloger,2025-08-21T14:07:32.498517,Quartier_9,2025-11-30T14:07:32.498517
Appartement lumineux à Belle-Beille,76048,45,49000,Angers,insee,2025-06-07T14:07:32.498517,Quartier_10,2025-11-30T14:07:32.498517
T2 lumineux à Garrigues,89025,43,30000,Nîmes,insee,2025-09-24T14:07:32.498517,Quartier_11,2025-11-30T14:07:32.498517
T2 rénové à Centre-ville,155097,33,13100,Aix-en-Provence,json_import,2025-07-31T14:07:32.498517,Quartier_12,2025-11-30T14:07:32.498517
Maison lumineux à Centre-ville,662413,143,33000,Bordeaux,csv_import,2025-08-25T14:07:32.498517,Quartier_13,2025-11-30T14:07:32.498517
Loft rénové à Bastide,523893,98,33000,Bordeaux,insee,2025-11-11T14:07:32.498517,Quartier_14,2025-11-30T14:07:32.498517
Appartement lumineux à Centre,116667,36,72000,Le Mans,leboncoin,2025-10-20T14:07:32.498517,Quartier_15,2025-11-30T14:07:32.498517
Loft moderne à Saint-Marc,105101,43,29200,Brest,seloger,2025-09-19T14:07:32.498517,Quartier_16,2025-11-30T14:07:32.498517
T5+ lumineux à Saint-Laurent,349062,113,38000,Grenoble,seloger,2025-07-07T14:07:32.498517,Quartier_17,2025-11-30T14:07:32.498517
T2 moderne à Cours Mirabeau,243035,44,13100,Aix-en-Provence,seloger,2025-06-23T14:07:32.498517,Quartier_18,2025-11-30T14:07:32.498517
Studio moderne à Louvre,199963,22,75001,Paris,seloger,2025-09-12T14:07:32.498517,Quartier_19,2025-11-30T14:07:32.498517
Duplex calme à Écusson,139807,55,30000,Nîmes,insee,2025-10-07T14:07:32.498517,Quartier_20,2025-11-30T14:07:32.498517
Appartement lumineux à Jas de Bouffan,146482,30,13100,Aix-en-Provence,json_import,2025-09-15T14:07:32.498517,Quartier_21,2025-11-30T14:07:32.498517
T1 rénové à Neustadt,47639,17,67000,Strasbourg,insee,2025-07-08T14:07:32.498517,Quartier_22,2025-11-30T14:07:32.498517
Loft bien situé à Vieux-Nice,193027,45,06000,Nice,leboncoin,2025-06-03T14:07:32.498517,Quartier_23,2025-11-30T14:07:32.498517
T1 moderne à Valdegour,68038,32,30000,Nîmes,insee,2025-07-14T14:07:32.504544,Quartier_24,2025-11-30T14:07:32.504544
Studio rénové à Garrigues,37267,16,30000,Nîmes,json_import,2025-07-18T14:07:32.504544,Quartier_25,2025-11-30T14:07:32.504544
Villa rénové à Vieux-Lille,295755,85,59000,Lille,seloger,2025-07-04T14:07:32.504544,Quartier_26,2025-11-30T14:07:32.504544
Maison calme à Grie,196040,92,72000,Le Mans,seloger,2025-07-22T14:07:32.504544,Quartier_27,2025-11-30T14:07:32.504544
T1 lumineux à Panier,76418,24,13001,Marseille,csv_import,2025-07-04T14:07:32.504544,Quartier_28,2025-11-30T14:07:32.504544
T5+ rénové à Esquermes,416535,117,59000,Lille,csv_import,2025-11-22T14:07:32.504544,Quartier_29,2025-11-30T14:07:32.504544
Villa lumineux à Capitole,826387,147,31000,Toulouse,insee,2025-08-27T14:07:32.504544,Quartier_30,2025-11-30T14:07:32.504544
T3 rénové à Jardin Lecoq,163725,67,63000,Clermont-Ferrand,csv_import,2025-10-05T14:07:32.504544,Quartier_31,2025-11-30T14:07:32.504544
Appartement lumineux à Centre,377610,79,67000,Strasbourg,leboncoin,2025-11-15T14:07:32.504544,Quartier_32,2025-11-30T14:07:32.504544
Loft calme à Lac de Maine,99309,47,49000,Angers,csv_import,2025-09-19T14:07:32.504544,Quartier_33,2025-11-30T14:07:32.504544
Loft bien situé à Faubourg North,64598,22,21000,Dijon,leboncoin,2025-07-03T14:07:32.504544,Quartier_34,2025-11-30T14:07:32.504544
T4 moderne à Minimes,440099,89,31000,Toulouse,insee,2025-08-09T14:07:32.504544,Quartier_35,2025-11-30T14:07:32.504544
Loft lumineux à Minimes,255026,97,31000,Toulouse,json_import,2025-07-09T14:07:32.504544,Quartier_36,2025-11-30T14:07:32.504544
Studio rénové à Saint-Marc,113088,35,29200,Brest,insee,2025-10-31T14:07:32.504544,Quartier_37,2025-11-30T14:07:32.504544
Villa rénové à Antigone,385832,92,34000,Montpellier,seloger,2025-08-09T14:07:32.504544,Quartier_38,2025-11-30T14:07:32.504544
T4 moderne à Centre,218891,75,72000,Le Mans,leboncoin,2025-09-11T14:07:32.504544,Quartier_39,2025-11-30T14:07:32.504544
Loft rénové à Vieux-Port,448433,64,13001,Marseille,seloger,2025-09-08T14:07:32.504544,Quartier_40,2025-11-30T14:07:32.504544
Duplex calme à Bouffay,260140,62,44000,Nantes,csv_import,2025-11-28T14:07:32.504544,Quartier_41,2025-11-30T14:07:32.504544
T1 moderne à Centre,154067,34,35000,Rennes,leboncoin,2025-11-27T14:07:32.504544,Quartier_42,2025-11-30T14:07:32.504544
Studio bien situé à Celleneuve,130345,35,34000,Montpellier,insee,2025-08-03T14:07:32.504544,Quartier_43,2025-11-30T14:07:32.504544
Appartement bien situé à Centre,315302,91,42000,Saint-Étienne,seloger,2025-09-21T14:07:32.504544,Quartier_44,2025-11-30T14:07:32.504544
Villa rénové à Trefilerie,260452,147,42000,Saint-Étienne,seloger,2025-10-29T14:07:32.504544,Quartier_45,2025-11-30T14:07:32.504544
T3 calme à Port Marianne,235655,58,34000,Montpellier,csv_import,2025-06-16T14:07:32.504544,Quartier_46,2025-11-30T14:07:32.504544
Maison bien situé à Croix-Rousse,813947,131,69001,Lyon,json_import,2025-07-26T14:07:32.504544,Quartier_47,2025-11-30T14:07:32.504544
Appartement moderne à Roseraie,220831,95,49000,Angers,csv_import,2025-08-08T14:07:32.504544,Quartier_48,2025-11-30T14:07:32.504544
T3 bien situé à Yzeure,171384,62,72000,Le Mans,insee,2025-09-08T14:07:32.504544,Quartier_49,2025-11-30T14:07:32.504544
T4 moderne à Vieux-Port,607879,89,13001,Marseille,seloger,2025-11-04T14:07:32.504544,Quartier_0,2025-11-30T14:07:32.504544
T1 rénové à Fives,112403,29,59000,Lille,leboncoin,2025-09-16T14:07:32.504544,Quartier_1,2025-11-30T14:07:32.504544
T3 rénové à Marais,540252,57,75001,Paris,insee,2025-11-29T14:07:32.504544,Quartier_2,2025-11-30T14:07:32.504544
T5+ moderne à Port Marianne,315542,94,34000,Montpellier,json_import,2025-09-27T14:07:32.504544,Quartier_3,2025-11-30T14:07:32.504544
Villa bien situé à Centre,589355,166,35000,Rennes,csv_import,2025-10-03T14:07:32.504544,Quartier_4,2025-11-30T14:07:32.504544
Maison lumineux à Centre,284285,89,42000,Saint-Étienne,seloger,2025-07-18T14:07:32.504544,Quartier_5,2025-11-30T14:07:32.504544
T2 moderne à Louvre,404981,32,75001,Paris,leboncoin,2025-08-05T14:07:32.504544,Quartier_6,2025-11-30T14:07:32.504544
T5+ calme à Fourvière,950988,157,69001,Lyon,csv_import,2025-09-21T14:07:32.504544,Quartier_7,2025-11-30T14:07:32.504544
Loft moderne à Antigone,69718,23,34000,Montpellier,json_import,2025-08-26T14:07:32.504544,Quartier_8,2025-11-30T14:07:32.504544
T5+ calme à Croix-Rousse,401010,95,69001,Lyon,insee,2025-10-24T14:07:32.504544,Quartier_9,2025-11-30T14:07:32.504544
Duplex moderne à Pointe-Rouge,157929,44,13001,Marseille,seloger,2025-09-26T14:07:32.504544,Quartier_10,2025-11-30T14:07:32.504544
T3 calme à Orangerie,239673,50,67000,Strasbourg,leboncoin,2025-11-05T14:07:32.504544,Quartier_11,2025-11-30T14:07:32.504544
Studio rénové à Kerichen,35196,19,29200,Brest,json_import,2025-06-12T14:07:32.504544,Quartier_12,2025-11-30T14:07:32.504544
